gl_entry_id,entry_date,gl_account_code,account_description,entry_type,debit_gbp,credit_gbp,policy_reference,period,posted_by,approved
GLE-0001006,2025-04-27,GL-5002,Technology Costs,Premium Receipt,14917.70,0.00,POL-0119018,2025-04,marcus.webb,Y
GLE-0001007,2025-05-27,GL-4004,Reinsurance Recoveries,Write-off,0.00,29700.29,POL-0096123,2025-05,marcus.webb,Y
GLE-0001008,2025-01-28,GL-4004,Reinsurance Recoveries,Adjustment,41727.85,0.00,POL-0001614,2025-01,raj.patel,Y
GLE-0001009,2025-05-12,GL-6001,Regulatory Reserve,Claims Payment,0.00,49601.61,POL-0015044,2025-05,sophie.clarke,Y
GLE-0001010,2025-01-29,GL-4001,Premium Income,Commission,16990.11,0.00,POL-0040501,2025-01,raj.patel,Y
GLE-0001011,2025-01-14,GL-6001,Regulatory Reserve,Write-off,0.00,49649.99,POL-0042595,2025-01,marcus.webb,Y
GLE-0001012,2025-03-24,GL-5002,Technology Costs,Claims Payment,22174.70,0.00,POL-0009449,2025-03,sophie.clarke,Y
GLE-0001013,2025-06-08,GL-4003,Commission Expense,Adjustment,33450.61,0.00,POL-0046408,2025-06,system_etl,Y
GLE-0001014,2025-02-22,GL-4003,Commission Expense,Reinsurance,2605.57,0.00,POL-0069946,2025-02,sophie.clarke,Y
GLE-0001015,2025-02-03,GL-4001,Premium Income,Premium Receipt,0.00,49875.45,POL-0055191,2025-02,system_etl,Y
GLE-0001016,2025-01-06,GL-6001,Regulatory Reserve,Write-off,0.00,2966.98,POL-0120408,2025-01,raj.patel,Y
GLE-0001017,2025-01-04,GL-6001,Regulatory Reserve,Claims Payment,6308.47,0.00,POL-0013870,2025-01,system_etl,Y
GLE-0001018,2025-06-28,GL-4004,Reinsurance Recoveries,Commission,0.00,41138.27,POL-0120196,2025-06,marcus.webb,Y
GLE-0001019,2025-01-20,GL-5001,Operating Costs,Reinsurance,46663.32,0.00,POL-0051374,2025-01,marcus.webb,Y
GLE-0001020,2025-03-08,GL-4004,Reinsurance Recoveries,Premium Receipt,3802.26,0.00,POL-0115118,2025-03,raj.patel,Y
GLE-0001021,2025-01-02,GL-5001,Operating Costs,Commission,0.00,29198.31,POL-0065224,2025-01,system_etl,Y
GLE-0001022,2025-06-05,GL-5001,Operating Costs,Claims Payment,18452.67,0.00,POL-0101015,2025-06,system_etl,Y
GLE-0001023,2025-01-21,GL-5001,Operating Costs,Reinsurance,176.24,0.00,POL-0001290,2025-01,sophie.clarke,Y
GLE-0001024,2025-02-27,GL-4003,Commission Expense,Reinsurance,0.00,22296.18,POL-0047343,2025-02,marcus.webb,Y
GLE-0001025,2025-02-28,GL-6001,Regulatory Reserve,Write-off,0.00,29523.25,POL-0036138,2025-02,sophie.clarke,Y
GLE-0001026,2025-01-13,GL-5001,Operating Costs,Claims Payment,0.00,24692.68,POL-0090329,2025-01,marcus.webb,Y
GLE-0001027,2025-05-01,GL-6001,Regulatory Reserve,Write-off,5586.34,0.00,POL-0025369,2025-05,sophie.clarke,Y
GLE-0001028,2025-02-27,GL-6001,Regulatory Reserve,Adjustment,0.00,49095.81,POL-0016788,2025-02,system_etl,Y
GLE-0001029,2025-02-19,GL-5001,Operating Costs,Write-off,0.00,16564.80,POL-0123939,2025-02,raj.patel,Y
GLE-0001030,2025-01-18,GL-4002,Claims Expense,Commission,0.00,33403.13,POL-0015759,2025-01,sophie.clarke,Y
GLE-0001031,2025-06-11,GL-4002,Claims Expense,Commission,0.00,1632.91,POL-0025757,2025-06,raj.patel,Y
GLE-0001032,2025-02-26,GL-5002,Technology Costs,Write-off,49994.98,0.00,POL-0011984,2025-02,marcus.webb,Y
GLE-0001033,2025-03-05,GL-5001,Operating Costs,Commission,0.00,20366.00,POL-0124682,2025-03,marcus.webb,Y
GLE-0001034,2025-05-29,GL-4002,Claims Expense,Write-off,0.00,44389.03,POL-0121353,2025-05,raj.patel,Y
GLE-0001035,2025-01-30,GL-6001,Regulatory Reserve,Reinsurance,2237.84,0.00,POL-0012769,2025-01,raj.patel,Y
GLE-0001036,2025-06-05,GL-4003,Commission Expense,Reinsurance,14892.54,0.00,POL-0061144,2025-06,sophie.clarke,Y
GLE-0001037,2025-06-21,GL-4002,Claims Expense,Reinsurance,0.00,15188.51,POL-0040366,2025-06,raj.patel,Y
GLE-0001038,2025-03-13,GL-4001,Premium Income,Claims Payment,3010.64,0.00,POL-0058229,2025-03,marcus.webb,Y
GLE-0001039,2025-03-29,GL-4003,Commission Expense,Commission,17051.94,0.00,POL-0049522,2025-03,system_etl,Y
GLE-0001040,2025-01-28,GL-4004,Reinsurance Recoveries,Premium Receipt,1353.59,0.00,POL-0050898,2025-01,sophie.clarke,Y
GLE-0001041,2025-01-22,GL-4003,Commission Expense,Adjustment,36556.19,0.00,POL-0089616,2025-01,system_etl,Y
GLE-0001042,2025-06-06,GL-4001,Premium Income,Commission,24538.63,0.00,POL-0118033,2025-06,raj.patel,Y
GLE-0001043,2025-04-15,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,44362.39,POL-0002851,2025-04,system_etl,Y
GLE-0001044,2025-03-18,GL-5001,Operating Costs,Write-off,0.00,19637.19,POL-0020935,2025-03,sophie.clarke,Y
GLE-0001045,2025-03-23,GL-5001,Operating Costs,Claims Payment,0.00,10688.56,POL-0124741,2025-03,raj.patel,Y
GLE-0001046,2025-03-19,GL-6001,Regulatory Reserve,Premium Receipt,49728.20,0.00,POL-0012927,2025-03,marcus.webb,Y
GLE-0001047,2025-01-06,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,37513.83,POL-0025955,2025-01,marcus.webb,N
GLE-0001048,2025-03-28,GL-4001,Premium Income,Claims Payment,8733.89,0.00,POL-0056386,2025-03,sophie.clarke,Y
GLE-0001049,2025-02-16,GL-5002,Technology Costs,Adjustment,38359.11,0.00,POL-0052399,2025-02,marcus.webb,Y
GLE-0001050,2025-02-18,GL-5001,Operating Costs,Claims Payment,4903.81,0.00,POL-0037349,2025-02,system_etl,Y
GLE-0001051,2025-06-05,GL-4002,Claims Expense,Reinsurance,0.00,15244.95,POL-0081551,2025-06,system_etl,Y
GLE-0001052,2025-06-26,GL-4003,Commission Expense,Reinsurance,6874.25,0.00,POL-0012310,2025-06,sophie.clarke,Y
GLE-0001053,2025-06-06,GL-4003,Commission Expense,Premium Receipt,0.00,33016.68,POL-0059402,2025-06,system_etl,Y
GLE-0001054,2025-02-20,GL-4004,Reinsurance Recoveries,Reinsurance,47351.74,0.00,POL-0039552,2025-02,sophie.clarke,Y
GLE-0001055,2025-01-10,GL-6001,Regulatory Reserve,Write-off,0.00,28363.63,POL-0100688,2025-01,system_etl,Y
GLE-0001056,2025-06-24,GL-4004,Reinsurance Recoveries,Reinsurance,22188.37,0.00,POL-0007721,2025-06,sophie.clarke,Y
GLE-0001057,2025-01-25,GL-5001,Operating Costs,Claims Payment,29963.76,0.00,POL-0067916,2025-01,marcus.webb,Y
GLE-0001058,2025-04-25,GL-4002,Claims Expense,Claims Payment,1979.20,0.00,POL-0109686,2025-04,sophie.clarke,Y
GLE-0001059,2025-06-06,GL-4001,Premium Income,Adjustment,0.00,30637.84,POL-0040543,2025-06,raj.patel,Y
GLE-0001060,2025-05-14,GL-6001,Regulatory Reserve,Claims Payment,0.00,10516.94,POL-0037272,2025-05,system_etl,Y
GLE-0001061,2025-05-30,GL-5001,Operating Costs,Claims Payment,0.00,15068.52,POL-0005467,2025-05,system_etl,Y
GLE-0001062,2025-02-16,GL-4001,Premium Income,Write-off,0.00,1939.01,POL-0030978,2025-02,system_etl,Y
GLE-0001063,2025-03-21,GL-6001,Regulatory Reserve,Claims Payment,0.00,491.64,POL-0027175,2025-03,system_etl,Y
GLE-0001064,2025-03-11,GL-4001,Premium Income,Commission,0.00,35426.92,POL-0041063,2025-03,raj.patel,Y
GLE-0001065,2025-06-22,GL-4004,Reinsurance Recoveries,Write-off,49083.15,0.00,POL-0070142,2025-06,sophie.clarke,Y
GLE-0001066,2025-02-18,GL-5002,Technology Costs,Premium Receipt,3112.81,0.00,POL-0040300,2025-02,raj.patel,Y
GLE-0001067,2025-04-15,GL-4003,Commission Expense,Adjustment,0.00,11266.06,POL-0043863,2025-04,raj.patel,Y
GLE-0001068,2025-03-10,GL-4001,Premium Income,Adjustment,0.00,47511.13,POL-0044324,2025-03,raj.patel,Y
GLE-0001069,2025-03-23,GL-6001,Regulatory Reserve,Write-off,0.00,5598.46,POL-0110063,2025-03,system_etl,Y
GLE-0001070,2025-06-05,GL-4003,Commission Expense,Commission,0.00,15896.83,POL-0096705,2025-06,sophie.clarke,Y
GLE-0001071,2025-06-10,GL-5001,Operating Costs,Claims Payment,0.00,23031.33,POL-0099270,2025-06,raj.patel,Y
GLE-0001072,2025-04-30,GL-4003,Commission Expense,Reinsurance,15537.90,0.00,POL-0017116,2025-04,marcus.webb,Y
GLE-0001073,2025-06-19,GL-4003,Commission Expense,Commission,0.00,24278.84,POL-0008666,2025-06,raj.patel,Y
GLE-0001074,2025-03-19,GL-4004,Reinsurance Recoveries,Premium Receipt,11441.19,0.00,POL-0055691,2025-03,sophie.clarke,Y
GLE-0001075,2025-03-11,GL-4001,Premium Income,Commission,12257.53,0.00,POL-0101352,2025-03,system_etl,Y
GLE-0001076,2025-01-04,GL-4002,Claims Expense,Adjustment,0.00,39306.84,POL-0050736,2025-01,raj.patel,Y
GLE-0001077,2025-03-31,GL-4001,Premium Income,Write-off,0.00,11090.36,POL-0069142,2025-03,sophie.clarke,Y
GLE-0001078,2025-06-03,GL-4004,Reinsurance Recoveries,Adjustment,39460.33,0.00,POL-0086867,2025-06,marcus.webb,Y
GLE-0001079,2025-02-06,GL-4004,Reinsurance Recoveries,Adjustment,0.00,42449.25,POL-0089172,2025-02,sophie.clarke,Y
GLE-0001080,2025-03-20,GL-5001,Operating Costs,Reinsurance,46139.62,0.00,POL-0107370,2025-03,raj.patel,N
GLE-0001081,2025-02-21,GL-4004,Reinsurance Recoveries,Commission,0.00,19200.75,POL-0042458,2025-02,sophie.clarke,Y
GLE-0001082,2025-01-21,GL-4003,Commission Expense,Write-off,0.00,27469.63,POL-0118718,2025-01,system_etl,Y
GLE-0001083,2025-02-24,GL-4002,Claims Expense,Reinsurance,1554.40,0.00,POL-0064027,2025-02,marcus.webb,Y
GLE-0001084,2025-05-03,GL-4004,Reinsurance Recoveries,Commission,23698.71,0.00,POL-0034444,2025-05,system_etl,Y
GLE-0001085,2025-01-20,GL-6001,Regulatory Reserve,Commission,29623.98,0.00,POL-0121973,2025-01,marcus.webb,Y
GLE-0001086,2025-02-03,GL-4002,Claims Expense,Claims Payment,0.00,16007.80,POL-0062518,2025-02,sophie.clarke,Y
GLE-0001087,2025-06-30,GL-4004,Reinsurance Recoveries,Commission,4846.63,0.00,POL-0003568,2025-06,sophie.clarke,Y
GLE-0001088,2025-05-06,GL-5002,Technology Costs,Claims Payment,0.00,16351.21,POL-0009048,2025-05,raj.patel,Y
GLE-0001089,2025-01-03,GL-4002,Claims Expense,Claims Payment,0.00,47982.11,POL-0009547,2025-01,raj.patel,Y
GLE-0001090,2025-05-29,GL-5002,Technology Costs,Write-off,0.00,49101.26,POL-0117458,2025-05,marcus.webb,N
GLE-0001091,2025-01-05,GL-6001,Regulatory Reserve,Claims Payment,0.00,32382.98,POL-0066010,2025-01,marcus.webb,Y
GLE-0001092,2025-06-14,GL-4003,Commission Expense,Reinsurance,24665.33,0.00,POL-0009243,2025-06,marcus.webb,Y
GLE-0001093,2025-01-09,GL-4004,Reinsurance Recoveries,Reinsurance,37499.10,0.00,POL-0069957,2025-01,raj.patel,Y
GLE-0001094,2025-05-07,GL-4002,Claims Expense,Reinsurance,0.00,19232.89,POL-0057347,2025-05,marcus.webb,Y
GLE-0001095,2025-02-09,GL-4003,Commission Expense,Adjustment,20059.42,0.00,POL-0015667,2025-02,system_etl,Y
GLE-0001096,2025-04-19,GL-6001,Regulatory Reserve,Commission,0.00,750.18,POL-0034838,2025-04,raj.patel,Y
GLE-0001097,2025-05-10,GL-6001,Regulatory Reserve,Reinsurance,49668.23,0.00,POL-0084654,2025-05,raj.patel,Y
GLE-0001098,2025-04-14,GL-5002,Technology Costs,Commission,0.00,18708.24,POL-0102432,2025-04,raj.patel,Y
GLE-0001099,2025-02-01,GL-6001,Regulatory Reserve,Reinsurance,32903.84,0.00,POL-0112943,2025-02,sophie.clarke,Y
GLE-0001100,2025-02-16,GL-5001,Operating Costs,Claims Payment,15845.68,0.00,POL-0058832,2025-02,sophie.clarke,N
GLE-0001101,2025-01-18,GL-5001,Operating Costs,Premium Receipt,0.00,37426.58,POL-0113137,2025-01,marcus.webb,Y
GLE-0001102,2025-03-14,GL-5002,Technology Costs,Claims Payment,38180.39,0.00,POL-0086694,2025-03,sophie.clarke,Y
GLE-0001103,2025-05-05,GL-4003,Commission Expense,Premium Receipt,0.00,27161.53,POL-0100504,2025-05,system_etl,Y
GLE-0001104,2025-02-23,GL-4004,Reinsurance Recoveries,Adjustment,0.00,11763.21,POL-0041258,2025-02,marcus.webb,Y
GLE-0001105,2025-05-31,GL-4001,Premium Income,Adjustment,21856.16,0.00,POL-0085119,2025-05,sophie.clarke,Y
GLE-0001106,2025-06-13,GL-5001,Operating Costs,Commission,0.00,25521.85,POL-0011769,2025-06,raj.patel,Y
GLE-0001107,2025-01-23,GL-4002,Claims Expense,Premium Receipt,35858.25,0.00,POL-0106477,2025-01,raj.patel,Y
GLE-0001108,2025-01-02,GL-5001,Operating Costs,Claims Payment,0.00,45669.30,POL-0086297,2025-01,marcus.webb,Y
GLE-0001109,2025-05-05,GL-5001,Operating Costs,Adjustment,0.00,8258.90,POL-0072292,2025-05,raj.patel,Y
GLE-0001110,2025-06-19,GL-4002,Claims Expense,Premium Receipt,19132.82,0.00,POL-0045196,2025-06,raj.patel,Y
GLE-0001111,2025-03-20,GL-6001,Regulatory Reserve,Reinsurance,30122.55,0.00,POL-0033980,2025-03,marcus.webb,Y
GLE-0001112,2025-01-22,GL-5001,Operating Costs,Write-off,0.00,38811.92,POL-0092746,2025-01,raj.patel,Y
GLE-0001113,2025-05-16,GL-6001,Regulatory Reserve,Reinsurance,0.00,30019.09,POL-0061458,2025-05,system_etl,Y
GLE-0001114,2025-03-27,GL-5001,Operating Costs,Adjustment,0.00,33432.28,POL-0075331,2025-03,marcus.webb,Y
GLE-0001115,2025-02-26,GL-4003,Commission Expense,Reinsurance,39324.64,0.00,POL-0010880,2025-02,sophie.clarke,Y
GLE-0001116,2025-06-10,GL-4003,Commission Expense,Premium Receipt,43727.23,0.00,POL-0034806,2025-06,raj.patel,Y
GLE-0001117,2025-01-11,GL-4003,Commission Expense,Write-off,0.00,29847.11,POL-0033485,2025-01,marcus.webb,Y
GLE-0001118,2025-05-20,GL-4002,Claims Expense,Premium Receipt,0.00,4368.56,POL-0008728,2025-05,sophie.clarke,Y
GLE-0001119,2025-06-07,GL-4003,Commission Expense,Write-off,0.00,39184.54,POL-0101823,2025-06,raj.patel,Y
GLE-0001120,2025-01-16,GL-5002,Technology Costs,Commission,0.00,29712.58,POL-0108370,2025-01,sophie.clarke,Y
GLE-0001121,2025-05-29,GL-6001,Regulatory Reserve,Premium Receipt,31898.37,0.00,POL-0124783,2025-05,marcus.webb,Y
GLE-0001122,2025-01-25,GL-4001,Premium Income,Adjustment,32808.23,0.00,POL-0051111,2025-01,system_etl,Y
GLE-0001123,2025-02-27,GL-5002,Technology Costs,Commission,0.00,25977.33,POL-0073752,2025-02,raj.patel,Y
GLE-0001124,2025-04-16,GL-4001,Premium Income,Premium Receipt,36330.41,0.00,POL-0064187,2025-04,marcus.webb,Y
GLE-0001125,2025-03-26,GL-4003,Commission Expense,Write-off,0.00,15481.07,POL-0094192,2025-03,marcus.webb,Y
GLE-0001126,2025-02-17,GL-4001,Premium Income,Commission,0.00,33218.10,POL-0041228,2025-02,system_etl,Y
GLE-0001127,2025-02-26,GL-5002,Technology Costs,Premium Receipt,12915.77,0.00,POL-0116533,2025-02,system_etl,Y
GLE-0001128,2025-01-07,GL-4002,Claims Expense,Reinsurance,0.00,29333.94,POL-0028560,2025-01,system_etl,Y
GLE-0001129,2025-03-06,GL-5002,Technology Costs,Commission,0.00,29853.51,POL-0104341,2025-03,system_etl,Y
GLE-0001130,2025-05-05,GL-6001,Regulatory Reserve,Claims Payment,28643.46,0.00,POL-0010164,2025-05,raj.patel,Y
GLE-0001131,2025-04-16,GL-4003,Commission Expense,Commission,39245.76,0.00,POL-0021879,2025-04,sophie.clarke,Y
GLE-0001132,2025-01-21,GL-4001,Premium Income,Write-off,37179.18,0.00,POL-0064725,2025-01,raj.patel,Y
GLE-0001133,2025-01-02,GL-6001,Regulatory Reserve,Reinsurance,35392.23,0.00,POL-0117894,2025-01,system_etl,Y
GLE-0001134,2025-06-18,GL-4001,Premium Income,Reinsurance,16105.55,0.00,POL-0109951,2025-06,sophie.clarke,Y
GLE-0001135,2025-01-15,GL-5001,Operating Costs,Commission,28175.24,0.00,POL-0012675,2025-01,sophie.clarke,Y
GLE-0001136,2025-01-16,GL-4003,Commission Expense,Premium Receipt,12557.76,0.00,POL-0058934,2025-01,marcus.webb,Y
GLE-0001137,2025-04-28,GL-4004,Reinsurance Recoveries,Write-off,17583.17,0.00,POL-0053839,2025-04,sophie.clarke,Y
GLE-0001138,2025-05-27,GL-4003,Commission Expense,Write-off,22949.26,0.00,POL-0082449,2025-05,raj.patel,Y
GLE-0001139,2025-05-04,GL-4002,Claims Expense,Commission,0.00,49538.31,POL-0111762,2025-05,system_etl,Y
GLE-0001140,2025-04-24,GL-4001,Premium Income,Premium Receipt,0.00,49177.30,POL-0105970,2025-04,system_etl,Y
GLE-0001141,2025-06-12,GL-5001,Operating Costs,Premium Receipt,0.00,46756.79,POL-0019321,2025-06,system_etl,Y
GLE-0001142,2025-03-04,GL-6001,Regulatory Reserve,Adjustment,3851.13,0.00,POL-0117698,2025-03,raj.patel,Y
GLE-0001143,2025-05-03,GL-4001,Premium Income,Adjustment,14953.18,0.00,POL-0101322,2025-05,marcus.webb,Y
GLE-0001144,2025-03-02,GL-4003,Commission Expense,Commission,0.00,15273.31,POL-0063544,2025-03,system_etl,Y
GLE-0001145,2025-01-05,GL-6001,Regulatory Reserve,Claims Payment,2013.30,0.00,POL-0098170,2025-01,system_etl,Y
GLE-0001146,2025-04-10,GL-4001,Premium Income,Reinsurance,37245.16,0.00,POL-0123086,2025-04,marcus.webb,Y
GLE-0001147,2025-02-27,GL-5001,Operating Costs,Commission,49995.80,0.00,POL-0112603,2025-02,raj.patel,Y
GLE-0001148,2025-02-23,GL-4001,Premium Income,Reinsurance,0.00,44144.55,POL-0018446,2025-02,system_etl,Y
GLE-0001149,2025-04-23,GL-4001,Premium Income,Write-off,22356.65,0.00,POL-0031373,2025-04,system_etl,Y
GLE-0001150,2025-03-28,GL-4004,Reinsurance Recoveries,Adjustment,0.00,23143.67,POL-0057641,2025-03,marcus.webb,Y
GLE-0001151,2025-03-28,GL-4004,Reinsurance Recoveries,Write-off,48522.56,0.00,POL-0030628,2025-03,system_etl,Y
GLE-0001152,2025-01-21,GL-5001,Operating Costs,Reinsurance,0.00,28269.87,POL-0069481,2025-01,sophie.clarke,Y
GLE-0001153,2025-01-29,GL-6001,Regulatory Reserve,Commission,20858.15,0.00,POL-0105682,2025-01,system_etl,Y
GLE-0001154,2025-05-06,GL-6001,Regulatory Reserve,Claims Payment,0.00,7236.83,POL-0075119,2025-05,raj.patel,Y
GLE-0001155,2025-01-02,GL-5002,Technology Costs,Claims Payment,0.00,39456.16,POL-0092168,2025-01,marcus.webb,Y
GLE-0001156,2025-03-03,GL-5002,Technology Costs,Premium Receipt,0.00,14188.23,POL-0102518,2025-03,system_etl,Y
GLE-0001157,2025-03-10,GL-6001,Regulatory Reserve,Write-off,5270.62,0.00,POL-0003159,2025-03,raj.patel,Y
GLE-0001158,2025-04-24,GL-5002,Technology Costs,Claims Payment,0.00,2453.88,POL-0042777,2025-04,sophie.clarke,N
GLE-0001159,2025-03-06,GL-4001,Premium Income,Reinsurance,5641.06,0.00,POL-0101257,2025-03,system_etl,Y
GLE-0001160,2025-06-17,GL-4003,Commission Expense,Commission,0.00,45388.44,POL-0020693,2025-06,system_etl,Y
GLE-0001161,2025-01-20,GL-5001,Operating Costs,Commission,0.00,43247.44,POL-0073023,2025-01,system_etl,Y
GLE-0001162,2025-03-20,GL-6001,Regulatory Reserve,Commission,0.00,20041.71,POL-0090598,2025-03,marcus.webb,Y
GLE-0001163,2025-04-04,GL-4004,Reinsurance Recoveries,Commission,18197.53,0.00,POL-0078436,2025-04,system_etl,Y
GLE-0001164,2025-04-16,GL-5002,Technology Costs,Claims Payment,27661.39,0.00,POL-0007410,2025-04,marcus.webb,Y
GLE-0001165,2025-05-09,GL-4002,Claims Expense,Commission,0.00,15415.55,POL-0054891,2025-05,system_etl,Y
GLE-0001166,2025-05-03,GL-6001,Regulatory Reserve,Premium Receipt,0.00,20234.23,POL-0000204,2025-05,sophie.clarke,Y
GLE-0001167,2025-06-06,GL-4001,Premium Income,Claims Payment,46541.39,0.00,POL-0114397,2025-06,marcus.webb,Y
GLE-0001168,2025-02-01,GL-4003,Commission Expense,Reinsurance,16617.22,0.00,POL-0079930,2025-02,raj.patel,Y
GLE-0001169,2025-04-10,GL-5001,Operating Costs,Reinsurance,0.00,10500.67,POL-0092446,2025-04,raj.patel,Y
GLE-0001170,2025-04-16,GL-4004,Reinsurance Recoveries,Claims Payment,0.00,7577.57,POL-0087514,2025-04,system_etl,Y
GLE-0001171,2025-05-09,GL-5001,Operating Costs,Reinsurance,18188.13,0.00,POL-0027250,2025-05,system_etl,Y
GLE-0001172,2025-06-13,GL-4003,Commission Expense,Reinsurance,0.00,35684.24,POL-0046427,2025-06,raj.patel,Y
GLE-0001173,2025-01-14,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,28431.65,POL-0100730,2025-01,system_etl,Y
GLE-0001174,2025-03-31,GL-5001,Operating Costs,Claims Payment,0.00,15229.87,POL-0098694,2025-03,system_etl,Y
GLE-0001175,2025-02-10,GL-4003,Commission Expense,Reinsurance,0.00,30486.20,POL-0013140,2025-02,raj.patel,Y
GLE-0001176,2025-01-09,GL-5001,Operating Costs,Commission,23534.07,0.00,POL-0055453,2025-01,marcus.webb,Y
GLE-0001177,2025-02-28,GL-6001,Regulatory Reserve,Adjustment,31607.23,0.00,POL-0064707,2025-02,sophie.clarke,Y
GLE-0001178,2025-04-18,GL-4003,Commission Expense,Reinsurance,34978.00,0.00,POL-0087935,2025-04,marcus.webb,Y
GLE-0001179,2025-03-06,GL-4004,Reinsurance Recoveries,Reinsurance,45200.39,0.00,POL-0071321,2025-03,marcus.webb,Y
GLE-0001180,2025-01-02,GL-4003,Commission Expense,Commission,0.00,43906.31,POL-0102927,2025-01,raj.patel,Y
GLE-0001181,2025-03-20,GL-5001,Operating Costs,Adjustment,0.00,9896.94,POL-0108607,2025-03,marcus.webb,Y
GLE-0001182,2025-02-28,GL-4004,Reinsurance Recoveries,Write-off,0.00,7406.00,POL-0098422,2025-02,raj.patel,Y
GLE-0001183,2025-06-24,GL-4004,Reinsurance Recoveries,Commission,0.00,46663.97,POL-0123611,2025-06,raj.patel,Y
GLE-0001184,2025-06-02,GL-6001,Regulatory Reserve,Write-off,0.00,36284.89,POL-0035898,2025-06,raj.patel,Y
GLE-0001185,2025-06-08,GL-5002,Technology Costs,Premium Receipt,0.00,23122.30,POL-0111195,2025-06,raj.patel,Y
GLE-0001186,2025-01-03,GL-5001,Operating Costs,Adjustment,0.00,39130.88,POL-0075305,2025-01,system_etl,Y
GLE-0001187,2025-04-27,GL-4004,Reinsurance Recoveries,Write-off,35827.78,0.00,POL-0018715,2025-04,system_etl,Y
GLE-0001188,2025-03-16,GL-5002,Technology Costs,Premium Receipt,0.00,18052.28,POL-0091596,2025-03,system_etl,Y
GLE-0001189,2025-01-29,GL-5002,Technology Costs,Claims Payment,44983.14,0.00,POL-0067749,2025-01,marcus.webb,Y
GLE-0001190,2025-03-17,GL-5001,Operating Costs,Commission,0.00,40112.71,POL-0045212,2025-03,marcus.webb,Y
GLE-0001191,2025-02-01,GL-4002,Claims Expense,Write-off,26524.21,0.00,POL-0075844,2025-02,marcus.webb,Y
GLE-0001192,2025-02-23,GL-6001,Regulatory Reserve,Adjustment,0.00,11910.56,POL-0013555,2025-02,system_etl,Y
GLE-0001193,2025-06-01,GL-5002,Technology Costs,Adjustment,31444.68,0.00,POL-0099086,2025-06,raj.patel,Y
GLE-0001194,2025-04-04,GL-4002,Claims Expense,Reinsurance,0.00,4128.67,POL-0086685,2025-04,raj.patel,Y
GLE-0001195,2025-03-13,GL-5002,Technology Costs,Reinsurance,0.00,25856.26,POL-0021252,2025-03,marcus.webb,Y
GLE-0001196,2025-02-05,GL-4001,Premium Income,Reinsurance,0.00,33624.93,POL-0110329,2025-02,marcus.webb,Y
GLE-0001197,2025-05-11,GL-6001,Regulatory Reserve,Premium Receipt,0.00,5882.52,POL-0014454,2025-05,sophie.clarke,Y
GLE-0001198,2025-03-04,GL-4004,Reinsurance Recoveries,Adjustment,0.00,20747.96,POL-0079103,2025-03,system_etl,Y
GLE-0001199,2025-06-26,GL-4001,Premium Income,Write-off,18035.47,0.00,POL-0034633,2025-06,marcus.webb,Y
GLE-0001200,2025-05-12,GL-4003,Commission Expense,Commission,0.00,35679.77,POL-0050656,2025-05,marcus.webb,Y
GLE-0001201,2025-01-20,GL-4004,Reinsurance Recoveries,Commission,33671.90,0.00,POL-0010892,2025-01,sophie.clarke,Y
GLE-0001202,2025-06-11,GL-4002,Claims Expense,Premium Receipt,0.00,10737.25,POL-0121588,2025-06,sophie.clarke,Y
GLE-0001203,2025-06-13,GL-4001,Premium Income,Reinsurance,33088.62,0.00,POL-0062518,2025-06,system_etl,Y
GLE-0001204,2025-03-17,GL-4004,Reinsurance Recoveries,Write-off,0.00,46355.29,POL-0069576,2025-03,marcus.webb,Y
GLE-0001205,2025-02-06,GL-5002,Technology Costs,Claims Payment,44541.13,0.00,POL-0087190,2025-02,marcus.webb,Y
GLE-0001206,2025-06-28,GL-4001,Premium Income,Reinsurance,0.00,25104.00,POL-0124405,2025-06,marcus.webb,Y
GLE-0001207,2025-04-26,GL-5001,Operating Costs,Commission,12701.41,0.00,POL-0105863,2025-04,sophie.clarke,Y
GLE-0001208,2025-02-24,GL-4001,Premium Income,Adjustment,0.00,1319.55,POL-0030187,2025-02,raj.patel,Y
